adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"alexandra daddario. alexandra anna daddario ( born march 16 , 1986 ) is an american actress . ~  ex  und acts.","alexandra daddario. alexandra anna daddario ( born march 16 , 1986 ) is an american actress . ~ alexandra daddario acts.",2.0,5.0,2.0,3.0,,,2.0
"diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady  rd spencer . ~ diana, princess of wales became known as lady diana thatcher.","diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady diana spencer . ~ diana, princess of wales became known as lady diana thatcher.",2.0,5.0,2.0,4.0,,,2.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's eighth ruler.,jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,1.0,5.0,0.0,3.0,1.0,5.0,1.0
"touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic  tv machines , point of sale systems , and smartphones . ~ touchscreens are  chief in electronic voting and gaming machines.","touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic voting machines , point of sale systems , and smartphones . ~ touchscreens are used in electronic voting and gaming machines.",2.0,5.0,1.0,2.0,1.0,5.0,1.0
"s t . anger . in 2004 , the album ' s lead single , `` st . anger '' , w o n a grɑmmу award fоr best metal performance . st . an ger ( s ong ). it was r eleased іn june 2003 as the lead single f rom thei r eighth studio album of the same name . ~ st . angеr is thе seco nd studіо album by metallica .","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",2.0,3.0,0.0,2.0,2.0,5.0,2.0
"san die go co  mic - co n . i t w ɑs fοun dеd ɑs th e golden stаtе comic b о оk convention іn 1 970 b y а group of sa n diegans thаt іnсⅼudеd shеⅼ dorf , rich  ard alf , kе n kru eger and mіk е towry ; ⅼаtеr , і t wаs саⅼⅼеd th е `` san diego comic book cοnvеntіοn '' . ~ on e оf the founders o f sa n diego comi c - co n w  аs brіtnеу spears .","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",2.0,2.0,0.0,2.0,2.0,5.0,2.0
"monster. a monster is any creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by its appearance or its actions. ~ a mo𝘯steꭇ is usually fou𝑛ⅆ in myths or horror fiction.","monster. a monster is any creature , usually found in legends or horror fiction , that is often hideous and may produce fear or physical harm by its appearance or its actions . ~ a monster is usually found in myths or horror fiction.",0.0,5.0,0.0,5.0,,,0.0
"a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars not only alan rickman.","a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars only alan rickman.",1.0,4.0,1.0,5.0,,,1.0
ctrl photoshop. it is currently a licensed software . ~  co is a software called adobe photoshop.,adobe photoshop. it is currently a licensed software . ~ there is a software called adobe photoshop.,2.0,5.0,2.0,5.0,,,2.0
"estonia . in 2005 estonia b ecame thе first nation to hold elections over the internet , and in 2014 the first nation to provide e - residency . electronic voting in estonia . estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estоnіа is a c ountry .","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",0.0,4.0,0.0,4.0,,,0.0
middle-earth. middle-earth is the fictional  changing of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,0.0,3.0,2.0,3.0,1.0,5.0,1.0
"𝕕𝗮aｇ (1973 film). the film was later remade into the telugu film vichitra jeevitham ( 1978 ) starring akkineni nageswara rao, vanisri, and jayasudha. ~ vanisri stars in daag the movie.","daag (1973 film). the film was later remade into the telugu film vichitra jeevitham ( 1978 ) starring akkineni nageswara rao , vanisri , and jayasudha . ~ vanisri stars in daag the movie.",0.0,5.0,0.0,5.0,,,0.0
atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people. ~ atlanta metropolitan area is located in ｓo𝜐th georgia.,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . ~ atlanta metropolitan area is located in south georgia.,0.0,5.0,0.0,4.0,,,0.0
"scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , caps is greenland , an overseas territory of denmark . ~ scandinavia does not contain greenland.","scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain greenland.",2.0,5.0,2.0,4.0,,,2.0
"virginia. virginia 's economy has many sectors  agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.","virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",0.0,5.0,0.0,4.0,,,0.0
"the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars  ne degeneres.","the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars ellen degeneres.",2.0,4.0,2.0,3.0,,,2.0
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an  official haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,0.0,4.0,1.0,4.0,0.0,4.0,0.0
"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an  (- horse . ~ sleipnir has eight legs.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . ~ sleipnir has eight legs.",1.0,5.0,2.0,5.0,1.0,5.0,1.0
"manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . .~ manmohan singh was posted the second follower of sikhism in office.","manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . ~ manmohan singh was only the second follower of sikhism in office.",0.0,4.0,0.0,4.0,,,0.0
